id,address,state,city,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
71,"8200 INTERNATIONAL BLVD.",CA,OAKLAND,94621,37.755558,-122.178607,1,rooftop,8200,"International Bl",Oakland,CA,"Alameda County",94621,US,"Alameda County",2018,06,06001,0653000,409600,5004,5,060014096005004,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
72,"380 ELMHURST STREET",CA,HAYWARD,94544,37.655417,-122.094506,1,rooftop,380,"Elmhurst St",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,436800,1007,1,060014368001007,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
73,"1907 HARMON ST",CA,BERKELEY,94703,37.850069,-122.269465,1,rooftop,1907,"Harmon St",Berkeley,CA,"Alameda County",94703,US,"City of Berkeley",2018,06,06001,0606000,423901,2017,2,060014239012017,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
74,"21753 VALLEJO STREET",CA,HAYWARD,94541,37.677203,-122.094978,1,rooftop,21753,"Vallejo St",Hayward,CA,"Alameda County",94541,US,"Alameda County",2018,06,06001,0633000,435500,3018,3,060014355003018,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
75,"275 FOURTEENTH ST",CA,OAKLAND,94612-4070,37.809435,-122.27018,0.33,place,,,Oakland,CA,"Alameda County",94612,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0653000,402800,2021,2,060014028002021,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
76,"1388 HARRISON ST",CA,OAKLAND,94612,37.802818,-122.267531,1,range_interpolation,1388,"Harrison St",Oakland,CA,"Alameda County",94612,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0653000,403000,2004,2,060014030002004,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
77,"21568 BANYAN ST.",CA,HAYWARD,94541,37.675276,-122.104658,1,rooftop,21568,"Banyan St",Hayward,CA,"Alameda County",94541,US,"Alameda County",2018,06,06001,0633000,435601,1003,1,060014356011003,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
78,"22671 THIRD ST.",CA,HAYWARD,94541,37.675396,-122.077003,1,rooftop,22671,"3rd St",Hayward,CA,"Alameda County",94541,US,"Alameda County",2018,06,06001,0633000,435400,1026,1,060014354001026,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
79,"2490 GROVE WAY",CA,"CASTRO VALLEY",94546,37.685226,-122.072188,1,rooftop,2490,"Grove Way","Castro Valley",CA,"Alameda County",94546,US,"City of Hayward and Fairview. Licensed for Public Use",2018,06,06001,0611964,431100,1015,1,060014311001015,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
80,"2121 DEPOT RD",CA,HAYWARD,94545,37.639043,-122.109337,1,rooftop,2121,"Depot Rd",Hayward,CA,"Alameda County",94545,US,"Alameda County",2018,06,06001,0633000,437200,2010,2,060014372002010,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
81,"520 JEFFERSON STREET",CA,HAYWARD,94544,37.641469,-122.062499,1,rooftop,520,"Jefferson St",Hayward,CA,"Alameda County",94544,US,"City of Hayward and Fairview. Licensed for Public Use",2018,06,06001,0633000,437900,2006,2,060014379002006,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
82,"27845 WHITMAN STREET",CA,HAYWARD,94544,37.636742,-122.062953,1,rooftop,27845,"Whitman St",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,437800,1033,1,060014378001033,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
83,"2424 EAST AVE.",CA,HAYWARD,94541,37.671046,-122.054328,1,rooftop,2424,"East Ave",Hayward,CA,"Alameda County",94541,US,"City of Hayward and Fairview. Licensed for Public Use",2018,06,06001,0633000,436402,1005,1,060014364021005,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
84,"26825 ELDRIDGE AVENUE",CA,HAYWARD,94544,37.636578,-122.085726,1,rooftop,26825,"Eldridge Ave",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,437600,1019,1,060014376001019,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
85,"1633 EAST AVE",CA,HAYWARD,94541,37.672245,-122.06902,1,rooftop,1633,"East Ave",Hayward,CA,"Alameda County",94541,US,"City of Hayward and Fairview. Licensed for Public Use",2018,06,06001,0633000,436401,3019,3,060014364013019,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
86,"23640 REED WAY",CA,HAYWARD,94541,37.656363,-122.107219,1,rooftop,23640,"Reed Way",Hayward,CA,"Alameda County",94541,US,"City of Hayward and Fairview. Licensed for Public Use",2018,06,06001,0633000,436900,3000,3,060014369003000,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
87,"24823 SOTO",CA,HAYWARD,94541,37.656627,-122.083415,0.9,rooftop,24823,"Soto Rd",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,436602,2000,2,060014366022000,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
88,"28200 RUUS ROAD",CA,HAYWARD,94544,37.630868,-122.067711,1,rooftop,28200,"Ruus Rd",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,438203,2002,2,060014382032002,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
89,"2300 PANAMA ST",CA,HAYWARD,94545,37.625405,-122.090938,1,rooftop,2300,"Panama St",Hayward,CA,"Alameda County",94545,US,"Alameda County",2018,06,06001,0633000,438300,2005,2,060014383002005,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
90,"411 LARCHMONT STREET",CA,HAYWARD,94544,37.653253,-122.093828,1,rooftop,411,"Larchmont St",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,436800,1007,1,060014368001007,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
91,"27211 TYRRELL",CA,HAYWARD,94544,37.635723,-122.074068,1,rooftop,27211,"Tyrrell Ave",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,437701,3000,3,060014377013000,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
92,"27035 WHITMAN ST",CA,HAYWARD,94544,37.64251,-122.066658,1,rooftop,27035,"Whitman St",Hayward,CA,"Alameda County",94544,US,"City of Hayward and Fairview. Licensed for Public Use",2018,06,06001,0633000,437800,1023,1,060014378001023,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
93,"119 WEST WINTON AVENUE",CA,HAYWARAD,94544,37.659203,-122.094773,1,range_interpolation,119,"W Winton Ave",Hayward,CA,"Alameda County",94544,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0633000,436700,1006,1,060014367001006,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
94,"963 MANOR BLVD.,",CA,"SAN LEANDRO",94579,37.691236,-122.147221,0.9,range_interpolation,963,"Manor Blvd","San Leandro",CA,"Alameda County",94579,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0668084,433600,1000,1,060014336001000,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
95,"24100 AMADOR STREET",CA,HAYWARD,94544,37.65923,-122.093061,1,rooftop,24100,"Amador St",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,436800,1003,1,060014368001003,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
96,"1910 CINDERELLA LANE",CA,"SAN JOSE",95116,37.344364,-121.841332,1,range_interpolation,1910,"Cinderella Ln","San Jose",CA,"Santa Clara County",95116,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06085,0668000,503703,3006,3,060855037033006,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
97,"2001 BOCKMAN RD.",CA,"SAN LORENZO",94580,37.671858,-122.14753,1,rooftop,2001,"Bockman Rd","San Lorenzo",CA,"Alameda County",94580,US,"Alameda County",2018,06,06001,0668112,435900,4012,4,060014359004012,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
98,"1301 MOWRY AVE",CA,FREMONT,94538,37.563456,-121.979744,1,rooftop,1301,"Mowry Ave",Fremont,CA,"Alameda County",94538,US,"Alameda County",2018,06,06001,0626000,441800,3000,3,060014418003000,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
99,"8601 MACARTHUR BLVD., BUILDING 300",CA,OAKLAND,94605,37.758308,-122.163277,1,rooftop,8601,"Macarthur Bl",Oakland,CA,"Alameda County",94605,US,"Alameda County",2018,06,06001,0653000,409700,1004,1,060014097001004,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
100,"1990 KAMMERER AVE.",CA,"SAN JOSE",95116,37.348601,-121.844608,1,rooftop,1990,"Kammerer Ave","San Jose",CA,"Santa Clara County",95116,US,"City of San Jose",2018,06,06085,0668000,503711,3000,3,060855037113000,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
101,"5312 TERNER WAY",CA,"SAN JOSE",95136,37.257428,-121.863057,1,range_interpolation,5312,"Terner Way","San Jose",CA,"Santa Clara County",95136,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06085,0668000,512024,1013,1,060855120241013,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
102,"17115 MEEKLAND AVE.",CA,HAYWARD,94541,37.683473,-122.116473,1,rooftop,17115,"Meekland Ave",Hayward,CA,"Alameda County",94541,US,"Alameda County",2018,06,06001,0633000,435700,1006,1,060014357001006,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
103,"14790 CORVALLIS STREET",CA,"SAN LEANDRO",94579,37.696578,-122.151893,1,rooftop,14790,"Corvallis St","San Leandro",CA,"Alameda County",94579,US,"Alameda County",2018,06,06001,0668084,433300,2007,2,060014333002007,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
104,"9860 SUNNYSIDE ST.",CA,OAKLAND,94603,37.746575,-122.16177,1,range_interpolation,9860,"Sunnyside St",Oakland,CA,"Alameda County",94603,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0653000,410300,1007,1,060014103001007,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
105,"3720 E. HILLS DR. ROOM M1",CA,"SAN JOSE",95127,37.367629,-121.814807,1,rooftop,3720,"E Hills Dr","San Jose",CA,"Santa Clara County",95127,US,"City of San Jose",2018,06,06085,0668000,504102,1015,1,060855041021015,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
106,"1500 DAYTON AVE.",CA,"SAN LEANDRO",94579,37.68839,-122.157104,1,rooftop,1500,"Dayton Ave","San Leandro",CA,"Alameda County",94579,US,"Alameda County",2018,06,06001,0668084,433500,1009,1,060014335001009,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
107,"600 G STREET",CA,"UNION CITY",94587,37.599542,-122.019684,1,rooftop,600,"G St","Union City",CA,"Alameda County",94587,US,"Alameda County",2018,06,06001,0681204,440200,1015,1,060014402001015,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
108,"1510 VIA SONYA",CA,"SAN LORENZO",94580,37.668248,-122.137389,1,rooftop,1510,"Via Sonya","San Lorenzo",CA,"Alameda County",94580,US,"Alameda County",2018,06,06001,0668112,436000,2012,2,060014360002012,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
109,"584 BROWN RD",CA,FREMONT,94539,37.494408,-121.928107,1,rooftop,584,"Brown Rd",Fremont,CA,"Alameda County",94539,US,"Alameda County",2018,06,06001,0626000,441503,1109,1,060014415031109,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
110,"680 TENNYSON ROAD",CA,HAYWARD,94544,37.63647,-122.054987,1,range_interpolation,680,"Tennyson Rd",Hayward,CA,"Alameda County",94544,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0633000,437900,1023,1,060014379001023,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
111,"4455 SENECA PARK AVENUE",CA,FREMONT,94538,37.51996,-121.964794,1,rooftop,4455,"Seneca Park Ave",Fremont,CA,"Alameda County",94538,US,"Alameda County",2018,06,06001,0626000,443002,3005,3,060014430023005,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
112,"625 BERRY AVENUE",CA,HAYWARD,94541,37.655919,-122.073817,0.9,rooftop,625,"Berry Ave",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,436500,1020,1,060014365001020,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
113,"2475 VAN WINKLE LN",CA,"SAN JOSE",95116,37.350406,-121.83104,1,range_interpolation,2475,"Van Winkle Ln","San Jose",CA,"Santa Clara County",95116,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06085,0668000,504002,2011,2,060855040022011,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
114,"36270 CHERRY STREET",CA,NEWARK,94560,37.539242,-122.041308,1,rooftop,36270,"Cherry St",Newark,CA,"Alameda County",94560,US,"Alameda County",2018,06,06001,0650916,444200,1004,1,060014442001004,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
115,"879 GRANT AVENUE",CA,"SAN LORENZO",94580,37.680544,-122.135159,1,rooftop,879,"Grant Ave","San Lorenzo",CA,"Alameda County",94580,US,"Alameda County",2018,06,06001,0668112,435800,4009,4,060014358004009,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
116,"100 DECOTO RD",CA,"UNION CITY",94587,37.600864,-122.01578,1,rooftop,100,"Decoto Rd","Union City",CA,"Alameda County",94587,US,"Alameda County",2018,06,06001,0681204,440335,1001,1,060014403351001,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
117,"620 DREW STREET",CA,"SAN LORENZO",94580,37.693849,-122.124522,1,rooftop,620,"Drew St","San Lorenzo",CA,"Alameda County",94580,US,"Alameda County",2018,06,06001,0668112,433800,4001,4,060014338004001,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
118,"31410 WHEELON AVE",CA,HAYWARD,94544,37.61418,-122.036005,1,rooftop,31410,"Wheelon Ave",Hayward,CA,"Alameda County",94544,US,"Alameda County",2018,06,06001,0633000,438100,4011,4,060014381004011,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
119,"65 GORDON AVENUE",CA,"SAN JOSE",95127,37.378173,-121.822547,0.9,range_interpolation,65,"Gordon Ave","San Jose",CA,"Santa Clara County",95127,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06085,0668000,504201,2020,2,060855042012020,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
120,"33821 SYRACUSE AVE.",CA,"UNION CITY",94587,37.59107,-122.029196,1,rooftop,33821,"Syracuse Ave","Union City",CA,"Alameda County",94587,US,"Alameda County",2018,06,06001,0681204,440308,2007,2,060014403082007,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
121,"4457 SENECA PARK DRIVE",CA,FREMONT,94538,37.51996,-121.964794,0.6,rooftop,4457,"Seneca Park Ave",Fremont,CA,"Alameda County",94538,US,"Alameda County",2018,06,06001,0626000,443002,3005,3,060014430023005,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
122,"1824 DAYTONA DR",CA,"SAN JOSE",95122,37.334445,-121.826753,1,range_interpolation,1824,"Daytona Dr","San Jose",CA,"Santa Clara County",95122,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06085,0668000,503306,1016,1,060855033061016,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
123,"4700 CALAVERAS AVE",CA,FREMONT,94538,37.537767,-121.990622,1,rooftop,4700,"Calaveras Ave",Fremont,CA,"Alameda County",94538,US,"Alameda County",2018,06,06001,0626000,442500,4011,4,060014425004011,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
124,"32731 BEL AIRE STREET",CA,"UNION CITY",94587,37.572185,-122.071802,1,range_interpolation,32731,"Bel Aire St","Union City",CA,"Alameda County",94587,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0681204,441501,2004,2,060014415012004,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
125,"16335 E. 14TH STREET",CA,"SAN LEANDRO",94578,37.695617,-122.115007,1,range_interpolation,16335,"E 14th St","San Leandro",CA,"Alameda County",94578,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0668084,434000,3004,3,060014340003004,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
126,"2851 GAY AVE",CA,"SAN JOSE",95127,37.369059,-121.836833,1,rooftop,2851,"Gay Ave","San Jose",CA,"Santa Clara County",95127,US,"Santa Clara County",2018,06,06085,0668000,503903,1005,1,060855039031005,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
127,"36901 SPRUCE ST.",CA,NEWARK,94560,37.52816,-122.046071,1,range_interpolation,36901,"Spruce St",Newark,CA,"Alameda County",94560,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06001,0650916,444302,2024,2,060014443022024,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
128,"33629 - 15TH ST",CA,"UNION CITY",94587,37.595683,-122.028126,1,rooftop,33629,"15th St","Union City",CA,"Alameda County",94587,US,"Alameda County",2018,06,06001,0681204,440308,3010,3,060014403083010,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
129,"4700 CALAVERAS AVENUE",CA,FREMONT,94538,37.537767,-121.990622,1,rooftop,4700,"Calaveras Ave",Fremont,CA,"Alameda County",94538,US,"Alameda County",2018,06,06001,0626000,442500,4011,4,060014425004011,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Hayward-Berkeley, CA",36084
